,level_0,index,Flag,Shortcut,Country,Gold,Silver,Bronze,Total,Place,Year
1468,1468,18,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/mx,MEX,Mexico,2.0,1.0,2.0,5.0,london,1948
1469,1469,19,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/no,NOR,Norway,1.0,3.0,3.0,7.0,london,1948
1470,1470,20,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/jm,JAM,Jamaica,1.0,2.0,0.0,3.0,london,1948
1471,1471,21,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pl,POL,Poland,1.0,0.0,1.0,2.0,london,1948
1472,1472,22,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pe,PER,Peru,1.0,0.0,0.0,1.0,london,1948
1473,1473,23,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/in,IND,India,1.0,0.0,0.0,1.0,london,1948
1474,1474,24,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ca,CAN,Canada,0.0,2.0,2.0,4.0,london,1948
1475,1475,25,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/yucs,YUG,Yugoslavia,0.0,2.0,0.0,2.0,london,1948
1476,1476,26,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pt,POR,Portugal,0.0,1.0,1.0,2.0,london,1948
1477,1477,27,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/uy,URU,Uruguay,0.0,1.0,1.0,2.0,london,1948
1478,1478,28,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/tt,TTO,Trinidad and Tobago,0.0,1.0,0.0,1.0,london,1948
1479,1479,29,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/lk,SRI,Sri Lanka,0.0,1.0,0.0,1.0,london,1948
1480,1480,30,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/es,ESP,Spain,0.0,1.0,0.0,1.0,london,1948
1481,1481,31,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cu,CUB,Cuba,0.0,1.0,0.0,1.0,london,1948
1482,1482,32,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/kr,KOR,Republic of Korea,0.0,0.0,2.0,2.0,london,1948
1483,1483,33,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pa,PAN,Panama,0.0,0.0,2.0,2.0,london,1948
1484,1484,34,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/br,BRA,Brazil,0.0,0.0,1.0,1.0,london,1948
1485,1485,35,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ir,IRI,Islamic Republic of Iran,0.0,0.0,1.0,1.0,london,1948
1486,1486,36,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ie,IRL,Ireland,0.0,0.0,1.0,1.0,london,1948
1487,1487,37,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pr,PUR,Puerto Rico,0.0,0.0,1.0,1.0,london,1948
1488,1488,0,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/de,GER,Germany,38.0,31.0,32.0,101.0,berlin,1936
1489,1489,1,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/us,USA,United States of America,24.0,21.0,12.0,57.0,berlin,1936
1490,1490,2,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/hu,HUN,Hungary,10.0,1.0,5.0,16.0,berlin,1936
1491,1491,3,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/it,ITA,Italy,9.0,13.0,5.0,27.0,berlin,1936
1492,1492,4,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fi,FIN,Finland,8.0,6.0,6.0,20.0,berlin,1936
1493,1493,5,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fr,FRA,France,7.0,6.0,6.0,19.0,berlin,1936
1494,1494,6,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/se,SWE,Sweden,6.0,5.0,10.0,21.0,berlin,1936
1495,1495,7,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/jp,JPN,Japan,6.0,4.0,10.0,20.0,berlin,1936
1496,1496,8,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nl,NED,Netherlands,6.0,4.0,7.0,17.0,berlin,1936
1497,1497,9,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/at,AUT,Austria,5.0,7.0,5.0,17.0,berlin,1936
1498,1498,10,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ch,SUI,Switzerland,4.0,9.0,5.0,18.0,berlin,1936
1499,1499,11,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/gb,GBR,Great Britain,4.0,7.0,3.0,14.0,berlin,1936
1500,1500,12,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cshh,TCH,Czechoslovakia,3.0,5.0,1.0,9.0,berlin,1936
1501,1501,13,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ar,ARG,Argentina,2.0,2.0,3.0,7.0,berlin,1936
1502,1502,14,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ee,EST,Estonia,2.0,2.0,3.0,7.0,berlin,1936
1503,1503,15,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/eg,EGY,Egypt,2.0,1.0,2.0,5.0,berlin,1936
1504,1504,16,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ca,CAN,Canada,1.0,3.0,5.0,9.0,berlin,1936
1505,1505,17,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/no,NOR,Norway,1.0,3.0,2.0,6.0,berlin,1936
1506,1506,18,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/tr,TUR,Turkey,1.0,0.0,1.0,2.0,berlin,1936
1507,1507,19,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/in,IND,India,1.0,0.0,0.0,1.0,berlin,1936
1508,1508,20,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nz,NZL,New Zealand,1.0,0.0,0.0,1.0,berlin,1936
1509,1509,21,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pl,POL,Poland,0.0,4.0,5.0,9.0,berlin,1936
1510,1510,22,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/dk,DEN,Denmark,0.0,2.0,3.0,5.0,berlin,1936
1511,1511,23,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/lv,LAT,Latvia,0.0,1.0,1.0,2.0,berlin,1936
1512,1512,24,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/yucs,YUG,Yugoslavia,0.0,1.0,0.0,1.0,berlin,1936
1513,1513,25,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/za,RSA,South Africa,0.0,1.0,0.0,1.0,berlin,1936
1514,1514,26,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ro,ROU,Romania,0.0,1.0,0.0,1.0,berlin,1936
1515,1515,27,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/be,BEL,Belgium,0.0,0.0,3.0,3.0,berlin,1936
1516,1516,28,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/mx,MEX,Mexico,0.0,0.0,3.0,3.0,berlin,1936
1517,1517,29,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pt,POR,Portugal,0.0,0.0,1.0,1.0,berlin,1936
1518,1518,30,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/au,AUS,Australia,0.0,0.0,1.0,1.0,berlin,1936
1519,1519,31,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ph,PHI,Philippines,0.0,0.0,1.0,1.0,berlin,1936
1520,1520,0,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/no,NOR,Norway,7.0,5.0,3.0,15.0,garmisch partenkirchen,1936
1521,1521,1,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/de,GER,Germany,3.0,3.0,0.0,6.0,garmisch partenkirchen,1936
1522,1522,2,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/se,SWE,Sweden,2.0,2.0,3.0,7.0,garmisch partenkirchen,1936
1523,1523,3,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fi,FIN,Finland,1.0,2.0,3.0,6.0,garmisch partenkirchen,1936
1524,1524,4,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ch,SUI,Switzerland,1.0,2.0,0.0,3.0,garmisch partenkirchen,1936
1525,1525,5,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/at,AUT,Austria,1.0,1.0,2.0,4.0,garmisch partenkirchen,1936
1526,1526,6,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/gb,GBR,Great Britain,1.0,1.0,1.0,3.0,garmisch partenkirchen,1936
1527,1527,7,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/us,USA,United States of America,1.0,0.0,3.0,4.0,garmisch partenkirchen,1936
1528,1528,8,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ca,CAN,Canada,0.0,1.0,0.0,1.0,garmisch partenkirchen,1936
1529,1529,9,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/hu,HUN,Hungary,0.0,0.0,1.0,1.0,garmisch partenkirchen,1936
1530,1530,10,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fr,FRA,France,0.0,0.0,1.0,1.0,garmisch partenkirchen,1936
1531,1531,0,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/us,USA,United States of America,44.0,36.0,30.0,110.0,los angeles,1932
1532,1532,1,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/it,ITA,Italy,12.0,12.0,12.0,36.0,los angeles,1932
1533,1533,2,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fr,FRA,France,11.0,5.0,4.0,20.0,los angeles,1932
1534,1534,3,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/se,SWE,Sweden,10.0,5.0,9.0,24.0,los angeles,1932
1535,1535,4,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/jp,JPN,Japan,7.0,7.0,4.0,18.0,los angeles,1932
1536,1536,5,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/hu,HUN,Hungary,6.0,5.0,5.0,16.0,los angeles,1932
1537,1537,6,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/de,GER,Germany,5.0,12.0,7.0,24.0,los angeles,1932
1538,1538,7,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fi,FIN,Finland,5.0,8.0,12.0,25.0,los angeles,1932
1539,1539,8,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/gb,GBR,Great Britain,5.0,7.0,5.0,17.0,los angeles,1932
1540,1540,9,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pl,POL,Poland,3.0,2.0,4.0,9.0,los angeles,1932
1541,1541,10,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/au,AUS,Australia,3.0,1.0,1.0,5.0,los angeles,1932
1542,1542,11,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ar,ARG,Argentina,3.0,1.0,0.0,4.0,los angeles,1932
1543,1543,12,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ca,CAN,Canada,2.0,5.0,9.0,16.0,los angeles,1932
1544,1544,13,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nl,NED,Netherlands,2.0,5.0,1.0,8.0,los angeles,1932
1545,1545,14,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/za,RSA,South Africa,2.0,0.0,3.0,5.0,los angeles,1932
1546,1546,15,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ie,IRL,Ireland,2.0,0.0,0.0,2.0,los angeles,1932
1547,1547,16,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cshh,TCH,Czechoslovakia,1.0,3.0,2.0,6.0,los angeles,1932
1548,1548,17,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/at,AUT,Austria,1.0,1.0,3.0,5.0,los angeles,1932
1549,1549,18,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/in,IND,India,1.0,0.0,0.0,1.0,los angeles,1932
1550,1550,19,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/dk,DEN,Denmark,0.0,5.0,3.0,8.0,los angeles,1932
1551,1551,20,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/mx,MEX,Mexico,0.0,2.0,0.0,2.0,los angeles,1932
1552,1552,21,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nz,NZL,New Zealand,0.0,1.0,0.0,1.0,los angeles,1932
1553,1553,22,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/lv,LAT,Latvia,0.0,1.0,0.0,1.0,los angeles,1932
1554,1554,23,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ch,SUI,Switzerland,0.0,1.0,0.0,1.0,los angeles,1932
1555,1555,24,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ph,PHI,Philippines,0.0,0.0,3.0,3.0,los angeles,1932
1556,1556,25,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/uy,URU,Uruguay,0.0,0.0,1.0,1.0,los angeles,1932
1557,1557,26,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/es,ESP,Spain,0.0,0.0,1.0,1.0,los angeles,1932
1558,1558,27,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/be,BEL,Belgium,0.0,0.0,1.0,1.0,los angeles,1932
1559,1559,0,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/us,USA,United States of America,6.0,4.0,2.0,12.0,lake placid,1932
1560,1560,1,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/no,NOR,Norway,3.0,4.0,3.0,10.0,lake placid,1932
1561,1561,2,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/se,SWE,Sweden,1.0,2.0,0.0,3.0,lake placid,1932
1562,1562,3,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ca,CAN,Canada,1.0,1.0,5.0,7.0,lake placid,1932
1563,1563,4,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fi,FIN,Finland,1.0,1.0,1.0,3.0,lake placid,1932
1564,1564,5,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/at,AUT,Austria,1.0,1.0,0.0,2.0,lake placid,1932
1565,1565,6,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fr,FRA,France,1.0,0.0,0.0,1.0,lake placid,1932
1566,1566,7,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ch,SUI,Switzerland,0.0,1.0,0.0,1.0,lake placid,1932
1567,1567,8,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/de,GER,Germany,0.0,0.0,2.0,2.0,lake placid,1932
1568,1568,9,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/hu,HUN,Hungary,0.0,0.0,1.0,1.0,lake placid,1932
1569,1569,0,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/us,USA,United States of America,22.0,18.0,16.0,56.0,amsterdam,1928
1570,1570,1,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/de,GER,Germany,11.0,9.0,19.0,39.0,amsterdam,1928
1571,1571,2,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nl,NED,Netherlands,8.0,10.0,5.0,23.0,amsterdam,1928
1572,1572,3,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fi,FIN,Finland,8.0,8.0,9.0,25.0,amsterdam,1928
1573,1573,4,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fr,FRA,France,7.0,12.0,6.0,25.0,amsterdam,1928
1574,1574,5,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/se,SWE,Sweden,7.0,6.0,12.0,25.0,amsterdam,1928
1575,1575,6,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/it,ITA,Italy,7.0,6.0,7.0,20.0,amsterdam,1928
1576,1576,7,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ch,SUI,Switzerland,7.0,6.0,4.0,17.0,amsterdam,1928
1577,1577,8,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/hu,HUN,Hungary,5.0,5.0,0.0,10.0,amsterdam,1928
1578,1578,9,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/gb,GBR,Great Britain,4.0,11.0,7.0,22.0,amsterdam,1928
1579,1579,10,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ca,CAN,Canada,4.0,4.0,7.0,15.0,amsterdam,1928
1580,1580,11,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ar,ARG,Argentina,3.0,3.0,1.0,7.0,amsterdam,1928
1581,1581,12,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/dk,DEN,Denmark,3.0,2.0,4.0,9.0,amsterdam,1928
1582,1582,13,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/at,AUT,Austria,3.0,0.0,1.0,4.0,amsterdam,1928
1583,1583,14,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cshh,TCH,Czechoslovakia,2.0,5.0,2.0,9.0,amsterdam,1928
1584,1584,15,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/jp,JPN,Japan,2.0,2.0,1.0,5.0,amsterdam,1928
1585,1585,16,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pl,POL,Poland,2.0,1.0,4.0,7.0,amsterdam,1928
1586,1586,17,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ee,EST,Estonia,2.0,1.0,2.0,5.0,amsterdam,1928
1587,1587,18,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/eg,EGY,Egypt,2.0,1.0,1.0,4.0,amsterdam,1928
1588,1588,19,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/no,NOR,Norway,1.0,2.0,1.0,4.0,amsterdam,1928
1589,1589,20,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/au,AUS,Australia,1.0,2.0,1.0,4.0,amsterdam,1928
1590,1590,21,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/yucs,YUG,Yugoslavia,1.0,1.0,3.0,5.0,amsterdam,1928
1591,1591,22,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/za,RSA,South Africa,1.0,0.0,2.0,3.0,amsterdam,1928
1592,1592,23,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/es,ESP,Spain,1.0,0.0,0.0,1.0,amsterdam,1928
1593,1593,24,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/uy,URU,Uruguay,1.0,0.0,0.0,1.0,amsterdam,1928
1594,1594,25,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ie,IRL,Ireland,1.0,0.0,0.0,1.0,amsterdam,1928
1595,1595,26,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/in,IND,India,1.0,0.0,0.0,1.0,amsterdam,1928
1596,1596,27,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/lu,LUX,Luxembourg,1.0,0.0,0.0,1.0,amsterdam,1928
1597,1597,28,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nz,NZL,New Zealand,1.0,0.0,0.0,1.0,amsterdam,1928
1598,1598,29,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/be,BEL,Belgium,0.0,1.0,2.0,3.0,amsterdam,1928
1599,1599,30,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ht,HAI,Haiti,0.0,1.0,0.0,1.0,amsterdam,1928
1600,1600,31,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cl,CHI,Chile,0.0,1.0,0.0,1.0,amsterdam,1928
1601,1601,32,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ph,PHI,Philippines,0.0,0.0,1.0,1.0,amsterdam,1928
1602,1602,33,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pt,POR,Portugal,0.0,0.0,1.0,1.0,amsterdam,1928
1603,1603,0,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/us,USA,United States of America,45.0,27.0,27.0,99.0,paris,1924
1604,1604,1,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fr,FRA,France,14.0,15.0,12.0,41.0,paris,1924
1605,1605,2,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fi,FIN,Finland,14.0,13.0,10.0,37.0,paris,1924
1606,1606,3,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/gb,GBR,Great Britain,9.0,14.0,12.0,35.0,paris,1924
1607,1607,4,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/it,ITA,Italy,8.0,3.0,5.0,16.0,paris,1924
1608,1608,5,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ch,SUI,Switzerland,7.0,8.0,10.0,25.0,paris,1924
1609,1609,6,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/no,NOR,Norway,5.0,2.0,3.0,10.0,paris,1924
1610,1610,7,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/se,SWE,Sweden,4.0,13.0,12.0,29.0,paris,1924
1611,1611,8,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nl,NED,Netherlands,4.0,1.0,6.0,11.0,paris,1924
1612,1612,9,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/be,BEL,Belgium,3.0,7.0,3.0,13.0,paris,1924
1613,1613,10,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/au,AUS,Australia,3.0,1.0,2.0,6.0,paris,1924
1614,1614,11,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/dk,DEN,Denmark,2.0,6.0,3.0,11.0,paris,1924
1615,1615,12,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/hu,HUN,Hungary,2.0,4.0,4.0,10.0,paris,1924
1616,1616,13,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/yucs,YUG,Yugoslavia,2.0,0.0,0.0,2.0,paris,1924
1617,1617,14,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cshh,TCH,Czechoslovakia,1.0,4.0,5.0,10.0,paris,1924
1618,1618,15,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ar,ARG,Argentina,1.0,3.0,2.0,6.0,paris,1924
1619,1619,16,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ee,EST,Estonia,1.0,1.0,4.0,6.0,paris,1924
